索引,公司名稱,公司網址,職缺名稱,職缺網址,所需技能
253,合華科技股份有限公司,https://www.104.com.tw/company/abf8u9c?jobsource=2018indexpoc,AI 大數據研究員,https://www.104.com.tw/job/506eh?jobsource=2018indexpoc,
254,美隆工業股份有限公司,https://www.104.com.tw/company/fi62oiw?jobsource=jolist_c_relevance,自動化軟體工程師,https://www.104.com.tw/job/6qqoj?jobsource=jolist_c_relevance,
255,精誠資訊股份有限公司,https://www.104.com.tw/company/18pcqfps?jobsource=2018indexpoc,數據工程師-E10C,https://www.104.com.tw/job/6r38m?jobsource=2018indexpoc,
256,大數據股份有限公司,https://www.104.com.tw/company/1a2x6bjjhc?jobsource=jolist_c_relevance,駐點社群小編,https://www.104.com.tw/job/6wahn?jobsource=jolist_c_relevance,
257,豐譽營造股份有限公司,https://www.104.com.tw/company/1a2x6bia3y?jobsource=2018indexpoc,臺馬專案管理與資訊科技中心、淡江大學工程法律中心工讀生(淡江大學產學合作),https://www.104.com.tw/job/6lajk?jobsource=2018indexpoc,Visual C# 
258,萬寶華企業管理顧問股份有限公司,https://www.104.com.tw/company/7e28f7c?jobsource=jolist_c_relevance,資料工程師 (Data Engineer)年薪可達95萬(面議) _501YS,https://www.104.com.tw/job/6wnds?jobsource=jolist_c_relevance,
259,太引資訊系統股份有限公司,https://www.104.com.tw/company/10qb84v4?jobsource=jolist_c_relevance,大數據軟體系統整合工程師(新竹),https://www.104.com.tw/job/6vwfv?jobsource=jolist_c_relevance,Linux Windows 10 Java Python Excel PowerPoint Word 
260,迪麥科技股份有限公司,https://www.104.com.tw/company/wfjhxrc?jobsource=jolist_c_relevance,AI 大數據軟體工程師,https://www.104.com.tw/job/6bf1q?jobsource=jolist_c_relevance,Linux Shell Oracle 
261,LINE TV_巧克科技新媒體股份有限公司,https://www.104.com.tw/company/1a2x6bk4uh?jobsource=2018indexpoc,LINE TV 數據工程師(Data Engineer),https://www.104.com.tw/job/6wf1y?jobsource=2018indexpoc,
262,髮拉儷皮膚科診所,https://www.104.com.tw/company/1a2x6bj312?jobsource=2018indexpoc,人工智慧及大數據工程師,https://www.104.com.tw/job/5qcze?jobsource=2018indexpoc,
263,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,網頁設計師 / 視覺設計師,https://www.104.com.tw/job/6wget?jobsource=2018indexpoc,DHTML HTML JavaScript jQuery CSS Excel PowerPoint Word Adobe Photoshop 
264,晶峰科技有限公司,https://www.104.com.tw/company/1a2x6bkajh?jobsource=jolist_c_relevance,資料科學家 (大數據團隊),https://www.104.com.tw/job/6vj24?jobsource=jolist_c_relevance,Python MySQL hadoop Hive 
265,晶峰科技有限公司,https://www.104.com.tw/company/1a2x6bkajh?jobsource=jolist_c_relevance,大數據產品經理 (Big Data Product Manager) – 市場調查,https://www.104.com.tw/job/6vbv1?jobsource=jolist_c_relevance,
266,台北富邦商業銀行股份有限公司,https://www.104.com.tw/company/1q0r45c?jobsource=2018indexpoc,資料工程師,https://www.104.com.tw/job/6w72y?jobsource=2018indexpoc,
267,晶峰科技有限公司,https://www.104.com.tw/company/1a2x6bkajh?jobsource=2018indexpoc,大數據工程師,https://www.104.com.tw/job/6qclu?jobsource=2018indexpoc,Java ETL MySQL hadoop Hive 
268,INTECHWORLD INC.,https://www.104.com.tw/company/1a2x6bl0vz?jobsource=2018indexpoc,【薪優福利佳】Golang開發工程師(大數據團隊)-(台北)-C,https://www.104.com.tw/job/6wo8b?jobsource=2018indexpoc,
269,意藍資訊股份有限公司,https://www.104.com.tw/company/1a2x6bjjlo?jobsource=2018indexpoc,Java網站工程師,https://www.104.com.tw/job/6jq6z?jobsource=2018indexpoc,Java JSP HTML 
270,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,【Vpon SH】Account Manager,https://www.104.com.tw/job/60oeb?jobsource=2018indexpoc,Excel PowerPoint Word 
271,新代科技股份有限公司,https://www.104.com.tw/company/156tqe2w?jobsource=2018indexpoc,工業工程師,https://www.104.com.tw/job/6d1w9?jobsource=2018indexpoc,
272,薩摩亞商長穩智能管理有限公司,https://www.104.com.tw/company/1a2x6bjmmv?jobsource=2018indexpoc,雲平台開發主管,https://www.104.com.tw/job/6rfqh?jobsource=2018indexpoc,Linux Windows Server 2008 Android Windows Server 2012 ASP.NET C# Java Visual Studio MS SQL MySQL hadoop AWS VBScript SAN 
273,國泰世華商業銀行股份有限公司_人力資源部,https://www.104.com.tw/company/1xzkino?jobsource=2018indexpoc,"【數據生態營運】資料科學分析師 -數據應用 (數數發中心,DDT)",https://www.104.com.tw/job/6v7kl?jobsource=2018indexpoc,Linux Shell Python ETL hadoop Hive 
274,鴻甫科技有限公司,https://www.104.com.tw/company/1a2x6bkvq6?jobsource=jolist_c_relevance,Java開發工程師,https://www.104.com.tw/job/6ndts?jobsource=jolist_c_relevance,Java 
275,指南動力有限公司,https://www.104.com.tw/company/5t81548?jobsource=2018indexpoc,VB.Net程式設計工程師,https://www.104.com.tw/job/6oxyb?jobsource=2018indexpoc,Visual Basic .net 
276,巨鷗科技股份有限公司,https://www.104.com.tw/company/5xb6ei8?jobsource=jolist_c_relevance,新產品研發經理,https://www.104.com.tw/job/5m1oa?jobsource=jolist_c_relevance,
277,勤業眾信聯合會計師事務所,https://www.104.com.tw/company/17n3i7lk?jobsource=2018indexpoc,供應鏈管理顧問,https://www.104.com.tw/job/43s29?jobsource=2018indexpoc,Excel Outlook PowerPoint Word 
278,聯強國際股份有限公司,https://www.104.com.tw/company/aldnfbc?jobsource=2018indexpoc,資料分析師(全球第二大IT通路集團),https://www.104.com.tw/job/6hy11?jobsource=2018indexpoc,
279,老協珍股份有限公司,https://www.104.com.tw/company/dc6xe0w?jobsource=2018indexpoc,CIM / MES工程師,https://www.104.com.tw/job/6vcjg?jobsource=2018indexpoc,ASP.NET C# MS SQL HTML JavaScript 
280,U-CARE_威爾嘉國際股份有限公司,https://www.104.com.tw/company/7o31d20?jobsource=jolist_c_relevance,業務行政人員,https://www.104.com.tw/job/6mrd4?jobsource=jolist_c_relevance,Windows 2000 Excel Outlook Word 
281,肯岳亞股份有限公司,https://www.104.com.tw/company/aoebi6w?jobsource=2018indexpoc,會計助理,https://www.104.com.tw/job/57874?jobsource=2018indexpoc,Excel PowerPoint Word 文中系統 
282,鴻海集團_英屬開曼群島商鴻騰精密科技股份有限公司台灣分公司,https://www.104.com.tw/company/1a2x6bkbyd?jobsource=jolist_c_relevance,資料工程師(派駐大陸深圳),https://www.104.com.tw/job/6nwez?jobsource=jolist_c_relevance,C# Python 
283,協爾電子科技有限公司,https://www.104.com.tw/company/1a2x6bl3ej?jobsource=2018indexpoc,影像處理演算法工程師(台中),https://www.104.com.tw/job/6u9pu?jobsource=2018indexpoc,C# C++ Matlab 
284,關貿網路股份有限公司,https://www.104.com.tw/company/18mw4ku8?jobsource=jolist_c_relevance,約聘資料分析師(T45駐點食藥署),https://www.104.com.tw/job/6f8rs?jobsource=jolist_c_relevance,Python R SAS SPSS 
285,愛瑪麗歐股份有限公司,https://www.104.com.tw/company/1a2x6bi84j?jobsource=2018indexpoc,網頁應用工程師,https://www.104.com.tw/job/5m8r5?jobsource=2018indexpoc,PHP MySQL 
286,正河源機械配件有限公司,https://www.104.com.tw/company/13skipc8?jobsource=2018indexpoc,資訊專員,https://www.104.com.tw/job/4g2o4?jobsource=2018indexpoc,
287,樂意傳播股份有限公司,https://www.104.com.tw/company/1a2x6bi242?jobsource=jolist_c_relevance,ELK工程師,https://www.104.com.tw/job/6v8t8?jobsource=jolist_c_relevance,
288,健行學校財團法人健行科技大學,https://www.104.com.tw/company/ko9ibcg?jobsource=2018indexpoc,大數據及電商行銷班 -徵求培訓學員109/06/19 - 109/10/06 (有勞保投保紀錄者學費全免),https://www.104.com.tw/job/6wec6?jobsource=2018indexpoc,
289,后羿醫學科技股份有限公司,https://www.104.com.tw/company/1a2x6bl57h?jobsource=2018indexpoc,活動行銷企劃工讀生（人工智慧、聊天機器人）,https://www.104.com.tw/job/6vpan?jobsource=2018indexpoc,
290,中佑資訊有限公司,https://www.104.com.tw/company/d5ec074?jobsource=jolist_c_relevance,數據分析專員,https://www.104.com.tw/job/6t18s?jobsource=jolist_c_relevance,Excel PowerPoint Word 
291,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=jolist_c_relevance,Staff Backend Engineer (Advertising),https://www.104.com.tw/job/6ejp5?jobsource=jolist_c_relevance,C C++ Java 
292,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,Lead Site Reliability Engineer (Advertising),https://www.104.com.tw/job/6bmg2?jobsource=2018indexpoc,
293,藝珂人事顧問股份有限公司,https://www.104.com.tw/company/1303ngy0?jobsource=jolist_c_relevance,美國知名運動大廠徵Analyst (有大數據分析經驗者尤佳) SMS_213,https://www.104.com.tw/job/5m3lf?jobsource=jolist_c_relevance,Excel Tableau 
294,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,"Data Technical Consultant (based in Indonesia, Jakarta)",https://www.104.com.tw/job/6uakx?jobsource=2018indexpoc,Linux Python R 
295,精誠隨想行動科技股份有限公司,https://www.104.com.tw/company/1a2x6bind7?jobsource=2018indexpoc,大數據 ETL 工程師,https://www.104.com.tw/job/6vjvi?jobsource=2018indexpoc,
296,晶鑽生醫股份有限公司,https://www.104.com.tw/company/1a2x6bk4n5?jobsource=jolist_c_relevance,【大數據分析師】,https://www.104.com.tw/job/6pwzi?jobsource=jolist_c_relevance,OOP Systems Analyst Python Database Management AWS Data Architect 
297,長佳智能股份有限公司,https://www.104.com.tw/company/1a2x6bkoxb?jobsource=2018indexpoc,大數據平台經理,https://www.104.com.tw/job/6wtan?jobsource=2018indexpoc,Excel PowerPoint Word Google Analytics 
298,國泰金控_國泰金融控股股份有限公司,https://www.104.com.tw/company/wjct48g?jobsource=2018indexpoc,"資料科學工程師（Python 後端工程師）-- 資料科學實驗室  (數數發中心, DDT)",https://www.104.com.tw/job/6k5ft?jobsource=2018indexpoc,
299,格明數位媒體有限公司,https://www.104.com.tw/company/1a2x6bju8m?jobsource=2018indexpoc,Project / Product Manager,https://www.104.com.tw/job/6c4r5?jobsource=2018indexpoc,
300,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,https://www.104.com.tw/company/fn5mtmo?jobsource=2018indexpoc,【2020暑期實習─達人養成計畫】大數據分析實習生_台達研究院 (台北內湖),https://www.104.com.tw/job/6lgdt?jobsource=2018indexpoc,Excel 
301,台灣析數資訊股份有限公司,https://www.104.com.tw/company/ofnqhsw?jobsource=jolist_c_relevance,業務專案經理,https://www.104.com.tw/job/4ce94?jobsource=jolist_c_relevance,Excel PowerPoint Word 
302,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,Senior Data Engineer,https://www.104.com.tw/job/6k4z6?jobsource=2018indexpoc,
303,INTECHWORLD INC.,https://www.104.com.tw/company/1a2x6bl0vz?jobsource=2018indexpoc,【薪優福利佳】Java Team Leader(大數據團隊)-(台北)-C,https://www.104.com.tw/job/6wo88?jobsource=2018indexpoc,
304,91APP_九易宇軒股份有限公司,https://www.104.com.tw/company/1a2x6bio5g?jobsource=2018indexpoc,雲端資料工程師 (Cloud Data Engineer),https://www.104.com.tw/job/5s15o?jobsource=2018indexpoc,
305,AHGTECH BUSINESS PROCESS OUTSOURCING,https://www.104.com.tw/company/1a2x6bl5f2?jobsource=jolist_c_relevance,大數據開發 年薪40-100萬 rmb,https://www.104.com.tw/job/6wnki?jobsource=jolist_c_relevance,
306,耀德生物技術股份有限公司,https://www.104.com.tw/company/1a2x6biqji?jobsource=2018indexpoc,生物技術研發專員,https://www.104.com.tw/job/4wm9t?jobsource=2018indexpoc,
307,雙橡園開發股份有限公司,https://www.104.com.tw/company/cjdyne0?jobsource=2018indexpoc,【中台灣高階地產行銷專才】,https://www.104.com.tw/job/4z26d?jobsource=2018indexpoc,Excel Outlook PowerPoint Word 
308,聯強國際股份有限公司,https://www.104.com.tw/company/aldnfbc?jobsource=2018indexpoc,資料分析工程師(全球第二大IT通路集團),https://www.104.com.tw/job/6m2ce?jobsource=2018indexpoc,
309,大數據股份有限公司,https://www.104.com.tw/company/1a2x6bjjhc?jobsource=jolist_c_relevance,網站內容編輯,https://www.104.com.tw/job/6m6k5?jobsource=jolist_c_relevance,
310,建騰創達科技股份有限公司,https://www.104.com.tw/company/10zdug8w?jobsource=2018indexpoc,PD2651 產品專案管理師 PM Specialist/Manager,https://www.104.com.tw/job/59jgz?jobsource=2018indexpoc,
311,聯合百科電子出版有限公司,https://www.104.com.tw/company/13trrwr4?jobsource=hotjob_chr,Backend Engineer - 後端工程師(專兼皆可),https://www.104.com.tw/job/4xwr0?jobsource=hotjob_chr,ASP.NET C# MS SQL HTML JavaScript 
312,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,Financial Analyst,https://www.104.com.tw/job/6m0m7?jobsource=2018indexpoc,
313,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,數位廣告業務/資深數位廣告業務,https://www.104.com.tw/job/3qz55?jobsource=2018indexpoc,
314,信東生技股份有限公司,https://www.104.com.tw/company/jun4p40?jobsource=2018indexpoc,總經理室-課員A,https://www.104.com.tw/job/69shd?jobsource=2018indexpoc,
315,GARMIN_台灣國際航電股份有限公司,https://www.104.com.tw/company/at3fhmo?jobsource=2018indexpoc,工業4.0百人招募專案!!Garmin Asia 製造工程處_AR/VR工程師_汐止/林口,https://www.104.com.tw/job/6tfyf?jobsource=2018indexpoc,C# Java 
316,台北神策諮詢顧問有限公司,https://www.104.com.tw/company/1a2x6bl2g9?jobsource=2018indexpoc,ETL工程師,https://www.104.com.tw/job/6uzw2?jobsource=2018indexpoc,Linux Java ETL MySQL hadoop 
317,弈樂科技股份有限公司,https://www.104.com.tw/company/1a2x6bkrny?jobsource=2018indexpoc,數據工程師,https://www.104.com.tw/job/6kssy?jobsource=2018indexpoc,Python R MySQL Excel PowerPoint 
318,景雅琦建築師事務所,https://www.104.com.tw/company/c3b5sug?jobsource=2018indexpoc,規劃師,https://www.104.com.tw/job/6hos9?jobsource=2018indexpoc,
319,ETC＿遠通電收股份有限公司,https://www.104.com.tw/company/19dh8x2w?jobsource=2018indexpoc,智能及自動化系統整合工程師,https://www.104.com.tw/job/6q3ye?jobsource=2018indexpoc,C# Java Python MS SQL 
320,香港商慧科訊業有限公司台灣分公司,https://www.104.com.tw/company/wiisc20?jobsource=jolist_c_relevance,[R&D] 大數據後端工程師/軟體研發工程師,https://www.104.com.tw/job/5jkl3?jobsource=jolist_c_relevance,Linux Java Python AWS 
321,TutorABC_麥奇數位股份有限公司,https://www.104.com.tw/company/1134yk9s?jobsource=2018indexpoc,熱情招募_全方位銷售達人(結合AI、大數據、互聯網、雲端科技的產品與服務平台),https://www.104.com.tw/job/6cndt?jobsource=2018indexpoc,
322,國泰金控_國泰金融控股股份有限公司,https://www.104.com.tw/company/wjct48g?jobsource=2018indexpoc,"數據軟體工程師-數據科技(數數發中心, DDT)",https://www.104.com.tw/job/6emjz?jobsource=2018indexpoc,
323,汎神國際有限公司,https://www.104.com.tw/company/1a2x6bjtbm?jobsource=2018indexpoc,數據分析師,https://www.104.com.tw/job/6bahk?jobsource=2018indexpoc,MS SQL 
324,悠遊卡股份有限公司,https://www.104.com.tw/company/wic70ug?jobsource=2018indexpoc,大數據分析師,https://www.104.com.tw/job/6vkbu?jobsource=2018indexpoc,Excel PowerPoint Word 
325,昱冠資訊股份有限公司,https://www.104.com.tw/company/1a2x6bishn?jobsource=2018indexpoc,大數據系統架構師,https://www.104.com.tw/job/6djds?jobsource=2018indexpoc,AJAX Java Python DHTML HTML JavaScript jQuery DHCP DNS LDAP SNMP 
326,鴻海精密工業股份有限公司,https://www.104.com.tw/company/233rv1s?jobsource=2018indexpoc,高雄軟體園區- 大數據平台開發工程師,https://www.104.com.tw/job/5ze1y?jobsource=2018indexpoc,
327,薩摩亞商長穩智能管理有限公司,https://www.104.com.tw/company/1a2x6bjmmv?jobsource=2018indexpoc,雲平台開發工程師,https://www.104.com.tw/job/6gxbh?jobsource=2018indexpoc,Linux Windows Server 2008 Android Windows Server 2012 ASP.NET C# Java Visual Studio MS SQL MySQL hadoop AWS VBScript SAN 
328,長佳智能股份有限公司,https://www.104.com.tw/company/1a2x6bkoxb?jobsource=2018indexpoc,大數據平台行銷企劃專員,https://www.104.com.tw/job/6vbge?jobsource=2018indexpoc,Excel PowerPoint Word 
329,GARMIN_台灣國際航電股份有限公司,https://www.104.com.tw/company/at3fhmo?jobsource=2018indexpoc,工業4.0百人招募專案!!Garmin Asia 製造工程處_自動化及系統整合與資料科學工程師_汐止/林口,https://www.104.com.tw/job/4xk7o?jobsource=2018indexpoc,
330,絡客思行銷科技股份有限公司,https://www.104.com.tw/company/1a2x6bl2lm?jobsource=jolist_c_relevance,後端系統及大數據實習工程師,https://www.104.com.tw/job/6wdhm?jobsource=jolist_c_relevance,Linux Mac OS Android iOS PHP Python AWS Google Analytics Firebase 
331,國泰金控_國泰金融控股股份有限公司,https://www.104.com.tw/company/wjct48g?jobsource=jolist_c_relevance,洗錢防制資深專業人員,https://www.104.com.tw/job/6tfn2?jobsource=jolist_c_relevance,
332,瑄品股份有限公司,https://www.104.com.tw/company/1a2x6biclh?jobsource=2018indexpoc,智慧交通運輸 分析師/時制重整/交通大數據,https://www.104.com.tw/job/6uksl?jobsource=2018indexpoc,
333,緯創資通股份有限公司,https://www.104.com.tw/company/5wthkkw?jobsource=2018indexpoc,資料整合顧問 _ 汐止 _ 00000,https://www.104.com.tw/job/69bum?jobsource=2018indexpoc,
334,大豐膠囊工業股份有限公司,https://www.104.com.tw/company/pn7s5aw?jobsource=2018indexpoc,IE工程師,https://www.104.com.tw/job/6w9xw?jobsource=2018indexpoc,Excel PowerPoint Word 
335,華廣生技股份有限公司,https://www.104.com.tw/company/10w6mu7c?jobsource=2018indexpoc,【擴大編制】(資訊類)電腦整合製造工程師(CIM)-SES,https://www.104.com.tw/job/6t8sl?jobsource=2018indexpoc,ASP.NET C# MS SQL Oracle 
336,準鑫企業股份有限公司,https://www.104.com.tw/company/1a2x6bj7ay?jobsource=2018indexpoc,自動控制工程師,https://www.104.com.tw/job/6imkp?jobsource=2018indexpoc,Excel Outlook Word AutoCAD AutoCad 2D 
337,網際威信股份有限公司,https://www.104.com.tw/company/7hsiods?jobsource=jolist_c_relevance,AI 大數據 工程師/分析師/經理 【新創中心】,https://www.104.com.tw/job/6nnhm?jobsource=jolist_c_relevance,
338,群益金鼎證券股份有限公司,https://www.104.com.tw/company/ajnfhyw?jobsource=2018indexpoc,【資訊】大數據分析人員,https://www.104.com.tw/job/6la7u?jobsource=2018indexpoc,Java MS SQL MySQL 
339,光洋應用材料科技股份有限公司,https://www.104.com.tw/company/k46629s?jobsource=2018indexpoc,A700200 品質系統工程師（光科廠）,https://www.104.com.tw/job/6tlk1?jobsource=2018indexpoc,
340,緯創資通股份有限公司,https://www.104.com.tw/company/5wthkkw?jobsource=2018indexpoc,RRS0000-數據分析工程師(汐止),https://www.104.com.tw/job/6m9ol?jobsource=2018indexpoc,
341,永豐金證券股份有限公司,https://www.104.com.tw/company/am935lk?jobsource=jolist_c_relevance,數據分析人員(數位金融部),https://www.104.com.tw/job/6wuqx?jobsource=jolist_c_relevance,
342,福壽實業股份有限公司,https://www.104.com.tw/company/ptbi6vk?jobsource=2018indexpoc,智能製造及智慧化管理工程師,https://www.104.com.tw/job/67rkm?jobsource=2018indexpoc,
343,碩誠國際股份有限公司,https://www.104.com.tw/company/1a2x6bj2kt?jobsource=jolist_c_relevance,ETL engineer(熟 Informatica),https://www.104.com.tw/job/6f1b4?jobsource=jolist_c_relevance,ETL Informatica 
344,中國醫藥大學附設醫院,https://www.104.com.tw/company/o5x51w0?jobsource=jolist_c_relevance,10R0-大數據中心 生物統計師(biostatistician),https://www.104.com.tw/job/4lwfh?jobsource=jolist_c_relevance,SAS SPSS 
345,分眾傳媒股份有限公司,https://www.104.com.tw/company/cnw4ujk?jobsource=2018indexpoc,廣告業務部-專案企劃,https://www.104.com.tw/job/6sin0?jobsource=2018indexpoc,Excel PowerPoint Word 
346,摩斯漢堡_安心食品服務股份有限公司,https://www.104.com.tw/company/azqoc4o?jobsource=jolist_c_relevance,【總公司】大數據應用課－資料分析師,https://www.104.com.tw/job/6umlp?jobsource=jolist_c_relevance,
347,皮克網路有限公司,https://www.104.com.tw/company/1a2x6bjf44?jobsource=2018indexpoc,【大數據分析工程師】分析萬事萬物！加入台中矽谷,https://www.104.com.tw/job/5a5et?jobsource=2018indexpoc,
348,大數據股份有限公司,https://www.104.com.tw/company/1a2x6bjjhc?jobsource=2018indexpoc,數據分析師,https://www.104.com.tw/job/5944x?jobsource=2018indexpoc,
349,富邦媒體科技股份有限公司(富邦momo),https://www.104.com.tw/company/ckkyqvc?jobsource=jolist_c_relevance,A0000 菁英人才招募(大數據研發類),https://www.104.com.tw/job/442l2?jobsource=jolist_c_relevance,Java Scala 
350,老協珍股份有限公司,https://www.104.com.tw/company/dc6xe0w?jobsource=2018indexpoc,軟體工程師(.NET C#),https://www.104.com.tw/job/5v8f9?jobsource=2018indexpoc,ASP.NET C# MS SQL HTML JavaScript 
351,創源生物科技股份有限公司,https://www.104.com.tw/company/b5d23xs?jobsource=jolist_c_relevance,GD-資工人員,https://www.104.com.tw/job/6kmlf?jobsource=jolist_c_relevance,
352,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,Senior DevOps Engineers / Team Lead,https://www.104.com.tw/job/6db46?jobsource=2018indexpoc,
353,泛太資訊科技開發股份有限公司,https://www.104.com.tw/company/aqaowj4?jobsource=2018indexpoc,IT 系統顧問,https://www.104.com.tw/job/5awkw?jobsource=2018indexpoc,
354,指南動力有限公司,https://www.104.com.tw/company/5t81548?jobsource=2018indexpoc,C#/VB程式設計工程師,https://www.104.com.tw/job/51b19?jobsource=2018indexpoc,C# Visual Basic 
355,台灣新光保全股份有限公司,https://www.104.com.tw/company/5msc8qo?jobsource=2018indexpoc,大數據分析人員,https://www.104.com.tw/job/6uikx?jobsource=2018indexpoc,Excel Oracle ERP SAP 
356,GIS-KY(6456)業成集團_英特盛科技股份有限公司,https://www.104.com.tw/company/1a2x6bi80a?jobsource=2018indexpoc,數據分析工程師/主管(派駐大陸),https://www.104.com.tw/job/6m335?jobsource=2018indexpoc,
357,中國信託商業銀行股份有限公司,https://www.104.com.tw/company/1ew38w0?jobsource=jolist_c_relevance,個金_CRM資料分析人員,https://www.104.com.tw/job/6bg8y?jobsource=jolist_c_relevance,
358,大數據股份有限公司,https://www.104.com.tw/company/1a2x6bjjhc?jobsource=2018indexpoc,客戶營運管理師,https://www.104.com.tw/job/6vasm?jobsource=2018indexpoc,Excel PowerPoint Word 
359,AHGTECH BUSINESS PROCESS OUTSOURCING,https://www.104.com.tw/company/1a2x6bl5f2?jobsource=2018indexpoc,大數據開發（月薪：30k-50k 人民幣）+每月績效+年底13-16薪,https://www.104.com.tw/job/6w76p?jobsource=2018indexpoc,
360,協爾電子科技有限公司,https://www.104.com.tw/company/1a2x6bl3ej?jobsource=jolist_c_relevance,影像處理演算法工程師(台南),https://www.104.com.tw/job/6u9pp?jobsource=jolist_c_relevance,C# C++ Matlab 
361,亞太電信股份有限公司,https://www.104.com.tw/company/wifkjug?jobsource=jolist_c_relevance,【AIOT】Solution PM 智慧物聯網應用解決方案規劃師,https://www.104.com.tw/job/6nt10?jobsource=jolist_c_relevance,
362,集太科技有限公司,https://www.104.com.tw/company/b64m6g0?jobsource=2018indexpoc,大數據分析師,https://www.104.com.tw/job/6u86h?jobsource=2018indexpoc,
363,薩摩亞商長穩智能管理有限公司,https://www.104.com.tw/company/1a2x6bjmmv?jobsource=2018indexpoc,大數據系統工程師,https://www.104.com.tw/job/6l06b?jobsource=2018indexpoc,Java Python ANSI SQL MS SQL PL/SQL PostgreSQL 
364,CARMAX_車美仕股份有限公司,https://www.104.com.tw/company/aerjtds?jobsource=2018indexpoc,MaaS 資料科學家,https://www.104.com.tw/job/6pkgv?jobsource=2018indexpoc,
365,中華系統整合股份有限公司,https://www.104.com.tw/company/10wkoo2w?jobsource=2018indexpoc,大數據技術專員,https://www.104.com.tw/job/65141?jobsource=2018indexpoc,Linux Shell UNIX Windows 2003 Windows NT Windows XP Windows 7 Windows Server 2008 Windows 8 Windows Server 2012 Windows 10 C++ Python R Database Administrator Database Management MySQL Oracle Vmware hadoop AWS TCP/IP Adobe Acrobat Excel Outlook PowerPoint Word VM 
366,逢甲大學_地理資訊系統研究中心,https://www.104.com.tw/company/nw2qgh6?jobsource=2018indexpoc,博士後研究員_科技管理處,https://www.104.com.tw/job/6eymr?jobsource=2018indexpoc,Python R Excel Outlook PowerPoint Word 
367,INTECHWORLD INC.,https://www.104.com.tw/company/1a2x6bl0vz?jobsource=jolist_c_relevance,【薪優福利佳】系統分析師SA(大數據團隊)-(台北)-C,https://www.104.com.tw/job/6wtmr?jobsource=jolist_c_relevance,
368,弘馳股份有限公司,https://www.104.com.tw/company/5qzl0bc?jobsource=jolist_c_relevance,總經理室-特助/資深專員(桃園觀音廠),https://www.104.com.tw/job/5sq1a?jobsource=jolist_c_relevance,Excel PowerPoint Word 
369,慧訊國際股份有限公司,https://www.104.com.tw/company/13y0k0m0?jobsource=jolist_c_relevance,數據分析師,https://www.104.com.tw/job/6ms3b?jobsource=jolist_c_relevance,
370,日商  花王(台灣)股份有限公司,https://www.104.com.tw/company/hi37saw?jobsource=2018indexpoc,【日商花王擴大招募】行銷企劃(市場分析),https://www.104.com.tw/job/6w2zp?jobsource=2018indexpoc,Excel PowerPoint 
371,路易莎職人咖啡股份有限公司,https://www.104.com.tw/company/1a2x6bjwfs?jobsource=2018indexpoc,路易莎咖啡 總公司-工程師,https://www.104.com.tw/job/6vni4?jobsource=2018indexpoc,
372,INTECHWORLD INC.,https://www.104.com.tw/company/1a2x6bl0vz?jobsource=jolist_c_relevance,【急徵】大數據工程師_BN (歡迎到菲律賓展開精采的海外人生),https://www.104.com.tw/job/6raxt?jobsource=jolist_c_relevance,Linux hadoop J2EE 
373,華碩電腦股份有限公司,https://www.104.com.tw/company/auxx12g?jobsource=2018indexpoc,2020校園徵才~軟體研發工程師,https://www.104.com.tw/job/6v3ky?jobsource=2018indexpoc,
374,科勝科技股份有限公司,https://www.104.com.tw/company/aq12bog?jobsource=2018indexpoc,產品服務工程師(高雄),https://www.104.com.tw/job/6jblj?jobsource=2018indexpoc,
375,薩摩亞商長穩智能管理有限公司,https://www.104.com.tw/company/1a2x6bjmmv?jobsource=2018indexpoc,手機App工程師,https://www.104.com.tw/job/6mfy6?jobsource=2018indexpoc,Java Objective-C 
376,瑄品股份有限公司,https://www.104.com.tw/company/1a2x6biclh?jobsource=2018indexpoc,大數據分析專員,https://www.104.com.tw/job/6vxae?jobsource=2018indexpoc,
377,眾匯智能健康股份有限公司,https://www.104.com.tw/company/7hqkeah?jobsource=hotjob_chr,人工智慧(AI)開發團隊工程師/主管,https://www.104.com.tw/job/6w9gm?jobsource=hotjob_chr,
378,宏致電子股份有限公司,https://www.104.com.tw/company/18ogquxc?jobsource=2018indexpoc,【中壢東園-資訊】資訊高級工程師(BI),https://www.104.com.tw/job/6rkib?jobsource=2018indexpoc,
